time(s)	globalZ	gyroAngle
21.142	-0.119511	329.228
21.163	-0.081278	329.212
21.184	-0.185032	329.200
21.205	-0.232201	329.198
21.227	-0.141177	329.210
21.248	-0.153708	329.230
21.269	-0.176293	329.266
21.292	-0.142613	329.311
21.313	0.013723	329.349
21.333	0.078348	329.378
21.355	0.104854	329.413
21.375	0.131838	329.452
21.397	0.115715	329.504
21.418	0.170208	329.563
21.440	0.120945	329.678
21.460	0.037914	329.678
21.482	-0.022477	329.761
21.503	0.190697	329.861
21.524	0.149828	329.951
21.546	0.167695	330.019
21.566	-0.048085	330.049
21.588	-0.161834	330.057
21.608	-0.080392	330.074
21.630	0.066792	330.091
21.652	0.011902	330.099
21.672	-0.153947	330.110
21.693	-0.132218	330.138
21.717	-0.150820	330.169
21.737	-0.020641	330.205
21.757	0.038856	330.232
21.779	-0.080347	330.237
21.799	-0.211421	330.239
21.821	-0.136404	330.248
21.842	0.117904	330.269
21.863	0.179828	330.279
21.884	0.085489	330.266
21.905	0.011698	330.253
21.926	0.032631	330.249
21.948	0.221105	330.253
21.971	0.219260	330.236
21.990	-0.063502	330.200
22.012	-0.254688	330.184
22.032	-0.194888	330.200
22.055	0.029715	330.225
22.075	0.181032	330.239
22.096	0.079709	330.235
22.117	-0.133282	330.216
22.138	-0.256071	330.184
22.159	-0.146770	330.150
22.182	0.114059	330.123
22.202	0.086149	330.063
22.223	-0.099963	330.063
22.246	-0.019001	330.022
22.266	0.109022	330.022
22.288	0.097752	330.000
22.308	-0.045827	329.971
22.333	-0.131164	329.904
22.350	-0.117757	329.904
22.375	0.056003	329.875
22.393	0.184355	329.828
22.414	0.061145	329.764
22.435	-0.095570	329.705
22.456	-0.162272	329.650
22.479	-0.013002	329.591
22.499	0.349210	329.520
22.520	0.189198	329.426
22.542	-0.412381	329.331
22.562	-0.548194	329.284
22.584	-0.188005	329.279
22.605	-0.022747	329.263
22.626	0.002670	329.213
22.647	0.039632	329.140
22.668	0.042253	329.056
22.689	0.266384	328.961
22.713	0.566331	328.870
22.732	0.485436	328.789
22.754	0.095806	328.723
22.774	-0.002794	328.692
22.795	0.215961	328.686
22.817	0.191073	328.658
22.838	-0.153667	328.605
22.859	-0.399396	328.560
22.880	-0.329763	328.530
22.904	-0.112282	328.506
22.922	0.100640	328.474
22.944	0.150840	328.435
22.965	0.007394	328.399
22.988	-0.121859	328.368
23.008	-0.052202	328.343
23.029	0.050304	328.311
23.050	-0.065937	328.277
23.072	-0.164395	328.260
23.092	-0.185574	328.258
23.113	-0.084369	328.277
23.135	0.057076	328.302
23.156	0.156660	328.312
23.177	0.200001	328.307
23.198	0.215970	328.294
23.220	-0.079137	328.276
23.242	-0.253003	328.254
23.262	-0.140665	328.244
23.283	-0.096062	328.248
23.304	-0.172360	328.270
23.326	0.032313	328.302
23.347	0.306778	328.321
23.368	0.231039	328.311
23.389	0.231653	328.297
23.410	0.198709	328.287
23.432	0.155055	328.268
23.454	0.100932	328.241
23.474	-0.203039	328.216
23.496	-0.392621	328.201
23.516	-0.361006	328.204
23.537	-0.190043	328.207
23.559	-0.245135	328.191
23.580	-0.261018	328.169
23.602	-0.028294	328.163
23.622	0.202690	328.164
23.644	0.045095	328.168
23.665	-0.019524	328.194
23.688	0.152293	328.312
23.707	0.426966	328.312
23.729	0.370595	328.346
23.749	0.086143	328.358
23.772	-0.098554	328.374
23.792	-0.180529	328.406
23.813	-0.234561	328.454
23.834	-0.269574	328.508
